epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.97749,1.50079,0.6194,0.99254,1.11431,0.000307692,0.000307692,0.000307692
2,3.71764,0.95869,0.67537,0.99627,0.78239,0.000628333,0.000628333,0.000628333
3,5.36553,0.75164,0.72015,1,0.9748,0.000935774,0.000935774,0.000935774
4,6.87782,0.65341,0.73134,1,0.6042,0.0009406,0.0009406,0.0009406
5,8.46606,0.59687,0.64179,0.99627,0.93413,0.0009208,0.0009208,0.0009208
6,10.0052,0.61624,0.77985,1,0.57219,0.000901,0.000901,0.000901
7,11.4092,0.51874,0.70522,1,1.02743,0.0008812,0.0008812,0.0008812
8,12.8514,0.49374,0.76119,1,0.57576,0.0008614,0.0008614,0.0008614
9,14.5275,0.44212,0.73881,0.99627,0.69372,0.0008416,0.0008416,0.0008416
10,15.9911,0.44725,0.71642,1,0.67668,0.0008218,0.0008218,0.0008218
11,17.4528,0.39023,0.78731,1,0.65156,0.000802,0.000802,0.000802
12,18.8102,0.37702,0.74627,1,0.54966,0.0007822,0.0007822,0.0007822
13,20.2022,0.35125,0.73507,1,0.89329,0.0007624,0.0007624,0.0007624
14,21.6673,0.36154,0.71642,1,1.38278,0.0007426,0.0007426,0.0007426
15,22.9168,0.31186,0.78358,1,0.61499,0.0007228,0.0007228,0.0007228
16,24.2982,0.26492,0.76119,1,0.67657,0.000703,0.000703,0.000703
17,25.6222,0.27207,0.76493,1,0.6955,0.0006832,0.0006832,0.0006832
18,27.151,0.26954,0.73881,1,0.85254,0.0006634,0.0006634,0.0006634
19,28.9716,0.27991,0.73507,1,1.18461,0.0006436,0.0006436,0.0006436
20,30.4847,0.25205,0.76493,1,0.67222,0.0006238,0.0006238,0.0006238
21,31.9021,0.2141,0.74254,1,0.82207,0.000604,0.000604,0.000604
22,33.2294,0.19999,0.72015,1,0.84738,0.0005842,0.0005842,0.0005842
23,34.5838,0.19141,0.77239,0.99627,0.56895,0.0005644,0.0005644,0.0005644
24,35.9842,0.21605,0.77612,1,0.62551,0.0005446,0.0005446,0.0005446
25,37.2781,0.18436,0.78731,1,0.86795,0.0005248,0.0005248,0.0005248
26,38.6098,0.156,0.80224,1,0.82692,0.000505,0.000505,0.000505
27,39.9821,0.15278,0.71269,1,0.79944,0.0004852,0.0004852,0.0004852
28,41.5262,0.14392,0.75,1,0.78133,0.0004654,0.0004654,0.0004654
29,43.0746,0.14133,0.78731,0.99627,0.78432,0.0004456,0.0004456,0.0004456
30,44.5329,0.09734,0.77239,0.99627,0.77201,0.0004258,0.0004258,0.0004258
31,45.8635,0.11937,0.74627,1,0.97869,0.000406,0.000406,0.000406
32,47.2803,0.10387,0.75373,1,0.93777,0.0003862,0.0003862,0.0003862
33,48.91,0.12166,0.76119,1,0.73645,0.0003664,0.0003664,0.0003664
34,50.2697,0.10868,0.77239,1,1.18353,0.0003466,0.0003466,0.0003466
35,51.4511,0.10854,0.78358,1,0.79247,0.0003268,0.0003268,0.0003268
36,52.8317,0.07098,0.75746,1,1.17188,0.000307,0.000307,0.000307
37,54.1639,0.08459,0.76493,0.99254,0.91512,0.0002872,0.0002872,0.0002872
38,55.6648,0.07782,0.78358,0.99627,1.07814,0.0002674,0.0002674,0.0002674
39,57.1819,0.08648,0.77985,1,0.79212,0.0002476,0.0002476,0.0002476
40,58.6753,0.0752,0.80597,1,0.61134,0.0002278,0.0002278,0.0002278
41,62.6506,0.08893,0.77612,1,1.24614,0.000208,0.000208,0.000208
42,64.0216,0.06497,0.78731,1,1.1999,0.0001882,0.0001882,0.0001882
43,65.4412,0.06354,0.79851,1,0.97717,0.0001684,0.0001684,0.0001684
44,66.8505,0.06436,0.77239,0.99627,0.74292,0.0001486,0.0001486,0.0001486
45,68.2541,0.05784,0.77239,0.99627,0.731,0.0001288,0.0001288,0.0001288
46,69.7027,0.05956,0.77612,0.99627,0.96094,0.000109,0.000109,0.000109
47,71.2718,0.04497,0.77612,1,0.77084,8.92e-05,8.92e-05,8.92e-05
48,72.836,0.04879,0.79478,1,0.87251,6.94e-05,6.94e-05,6.94e-05
49,74.3354,0.03801,0.80224,1,1.25797,4.96e-05,4.96e-05,4.96e-05
50,75.7585,0.03531,0.79851,1,0.9441,2.98e-05,2.98e-05,2.98e-05
