epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,2.01207,1.42201,0.60232,0.9807,0.98183,0.000307692,0.000307692,0.000307692
2,3.90884,0.85656,0.73359,1,0.6314,0.000628333,0.000628333,0.000628333
3,5.47368,0.70243,0.59846,0.99228,0.8658,0.000935774,0.000935774,0.000935774
4,7.47272,0.59341,0.77606,1,0.54104,0.0009406,0.0009406,0.0009406
5,9.15206,0.54601,0.76062,0.99614,0.49693,0.0009208,0.0009208,0.0009208
6,10.8524,0.5755,0.69498,1,0.77615,0.000901,0.000901,0.000901
7,12.2146,0.49306,0.76834,1,1.27795,0.0008812,0.0008812,0.0008812
8,13.5873,0.49371,0.74517,1,0.77471,0.0008614,0.0008614,0.0008614
9,14.7965,0.41964,0.67181,1,1.51437,0.0008416,0.0008416,0.0008416
10,16.2784,0.39515,0.73359,1,0.69543,0.0008218,0.0008218,0.0008218
11,17.7664,0.40563,0.76448,1,0.98487,0.000802,0.000802,0.000802
12,19.1964,0.40618,0.74903,1,0.90866,0.0007822,0.0007822,0.0007822
13,20.6972,0.3343,0.77606,1,1.1641,0.0007624,0.0007624,0.0007624
14,22.2479,0.30904,0.76834,1,0.52946,0.0007426,0.0007426,0.0007426
15,23.8428,0.30638,0.76834,1,1.3048,0.0007228,0.0007228,0.0007228
16,25.3151,0.27233,0.79923,1,0.78737,0.000703,0.000703,0.000703
17,26.658,0.2558,0.75676,1,0.59055,0.0006832,0.0006832,0.0006832
18,27.9374,0.25152,0.79151,1,0.59497,0.0006634,0.0006634,0.0006634
19,29.3074,0.25107,0.74131,1,1.04961,0.0006436,0.0006436,0.0006436
20,30.6854,0.26526,0.79151,1,0.59875,0.0006238,0.0006238,0.0006238
21,32.1618,0.22402,0.78764,1,0.55964,0.000604,0.000604,0.000604
22,33.9068,0.21364,0.73359,1,0.75929,0.0005842,0.0005842,0.0005842
23,35.3572,0.20185,0.72973,0.98456,0.83319,0.0005644,0.0005644,0.0005644
24,36.7887,0.21699,0.75676,1,1.05258,0.0005446,0.0005446,0.0005446
25,38.1918,0.17883,0.81081,1,0.5068,0.0005248,0.0005248,0.0005248
26,39.8219,0.15223,0.79537,1,0.55307,0.000505,0.000505,0.000505
27,41.0221,0.15453,0.81467,1,1.31709,0.0004852,0.0004852,0.0004852
28,42.4127,0.14379,0.82239,1,0.65846,0.0004654,0.0004654,0.0004654
29,43.8275,0.13939,0.79923,1,0.76904,0.0004456,0.0004456,0.0004456
30,45.2421,0.13424,0.81853,1,0.48336,0.0004258,0.0004258,0.0004258
31,46.7316,0.13184,0.78764,1,0.60877,0.000406,0.000406,0.000406
32,48.2321,0.11068,0.80309,1,0.92848,0.0003862,0.0003862,0.0003862
33,49.6333,0.09694,0.79537,1,0.53017,0.0003664,0.0003664,0.0003664
34,51.2047,0.09555,0.79923,1,2.07405,0.0003466,0.0003466,0.0003466
35,52.6895,0.08942,0.82625,1,0.56427,0.0003268,0.0003268,0.0003268
36,54.0297,0.09673,0.83012,1,0.66693,0.000307,0.000307,0.000307
37,55.436,0.0866,0.82239,1,1.16939,0.0002872,0.0002872,0.0002872
38,56.7787,0.06761,0.83398,1,0.57446,0.0002674,0.0002674,0.0002674
39,58.187,0.10161,0.81467,0.99614,0.9495,0.0002476,0.0002476,0.0002476
40,59.638,0.08853,0.80695,1,0.64359,0.0002278,0.0002278,0.0002278
41,63.5858,0.07497,0.82625,0.99614,1.11153,0.000208,0.000208,0.000208
42,65.2418,0.0849,0.81853,0.99614,0.96048,0.0001882,0.0001882,0.0001882
43,66.8387,0.07925,0.83012,0.99614,0.62079,0.0001684,0.0001684,0.0001684
44,68.8732,0.07195,0.82239,0.99614,0.64473,0.0001486,0.0001486,0.0001486
45,70.2443,0.05045,0.82239,1,0.62197,0.0001288,0.0001288,0.0001288
46,71.6886,0.06416,0.82625,1,0.66986,0.000109,0.000109,0.000109
47,73.0334,0.05402,0.82625,1,0.60432,8.92e-05,8.92e-05,8.92e-05
48,74.4795,0.06475,0.83012,1,0.59503,6.94e-05,6.94e-05,6.94e-05
49,75.9123,0.03831,0.83012,1,2.04043,4.96e-05,4.96e-05,4.96e-05
50,77.3508,0.07059,0.83398,1,0.62101,2.98e-05,2.98e-05,2.98e-05
