epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.77958,1.49503,0.58647,0.98496,0.96027,0.000307692,0.000307692,0.000307692
2,3.59998,0.96543,0.64662,0.98872,1.16255,0.000628333,0.000628333,0.000628333
3,5.14528,0.74458,0.56391,0.97368,1.19925,0.000935774,0.000935774,0.000935774
4,6.88516,0.68595,0.56767,0.99248,1.18785,0.0009406,0.0009406,0.0009406
5,8.56524,0.62237,0.74436,1,0.74861,0.0009208,0.0009208,0.0009208
6,10.4376,0.58774,0.65038,1,0.8595,0.000901,0.000901,0.000901
7,11.871,0.56203,0.69549,1,0.87635,0.0008812,0.0008812,0.0008812
8,13.3921,0.50458,0.73308,0.99624,0.78637,0.0008614,0.0008614,0.0008614
9,14.8173,0.40722,0.72932,1,0.82715,0.0008416,0.0008416,0.0008416
10,16.2109,0.42045,0.61278,0.99624,1.06129,0.0008218,0.0008218,0.0008218
11,17.6398,0.39088,0.73308,1,1.36362,0.000802,0.000802,0.000802
12,19.1403,0.35544,0.74436,1,0.67114,0.0007822,0.0007822,0.0007822
13,20.5326,0.37671,0.73684,1,0.82004,0.0007624,0.0007624,0.0007624
14,22.0033,0.33587,0.7218,0.97744,1.49534,0.0007426,0.0007426,0.0007426
15,23.5279,0.32114,0.72556,1,1.17476,0.0007228,0.0007228,0.0007228
16,25.0986,0.34282,0.70677,1,0.95174,0.000703,0.000703,0.000703
17,26.4608,0.32906,0.68045,1,0.80552,0.0006832,0.0006832,0.0006832
18,27.9371,0.2599,0.74436,1,1.13968,0.0006634,0.0006634,0.0006634
19,29.2977,0.25315,0.74436,1,0.82908,0.0006436,0.0006436,0.0006436
20,30.7586,0.2177,0.68797,0.99624,0.90488,0.0006238,0.0006238,0.0006238
