epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.94352,1.48312,0.59459,0.98456,1.08344,0.000307692,0.000307692,0.000307692
2,3.89886,0.86505,0.72587,0.99614,0.59946,0.000628333,0.000628333,0.000628333
3,6.06467,0.65884,0.74903,1,0.58535,0.000935774,0.000935774,0.000935774
4,7.99979,0.56302,0.81081,1,0.44358,0.0009406,0.0009406,0.0009406
5,9.39146,0.5479,0.77606,1,0.53168,0.0009208,0.0009208,0.0009208
6,10.9488,0.54661,0.77606,1,0.46877,0.000901,0.000901,0.000901
7,12.3922,0.47418,0.79151,1,0.59512,0.0008812,0.0008812,0.0008812
8,13.7332,0.45062,0.67181,1,0.67846,0.0008614,0.0008614,0.0008614
9,15.0978,0.40811,0.76448,1,0.58656,0.0008416,0.0008416,0.0008416
10,16.4914,0.3706,0.77992,1,0.42775,0.0008218,0.0008218,0.0008218
11,17.7735,0.36219,0.74131,1,1.06488,0.000802,0.000802,0.000802
12,19.3725,0.31832,0.83784,1,0.48751,0.0007822,0.0007822,0.0007822
13,21.0457,0.33281,0.74131,1,1.20213,0.0007624,0.0007624,0.0007624
14,22.5443,0.29916,0.81467,1,0.47801,0.0007426,0.0007426,0.0007426
15,24.0058,0.33017,0.71042,1,0.64265,0.0007228,0.0007228,0.0007228
16,25.3258,0.27126,0.81853,1,0.83826,0.000703,0.000703,0.000703
17,26.7355,0.24815,0.83012,1,0.4091,0.0006832,0.0006832,0.0006832
18,28.2101,0.26836,0.82625,0.99614,0.36925,0.0006634,0.0006634,0.0006634
19,29.6395,0.26306,0.73745,1,1.18112,0.0006436,0.0006436,0.0006436
20,31.0683,0.2304,0.80695,0.99614,0.35565,0.0006238,0.0006238,0.0006238
21,32.5345,0.20674,0.79537,1,0.40833,0.000604,0.000604,0.000604
22,34.0211,0.21254,0.69112,1,1.898,0.0005842,0.0005842,0.0005842
23,35.5971,0.19851,0.83012,1,0.57637,0.0005644,0.0005644,0.0005644
24,37.1907,0.18546,0.81853,0.99614,1.07884,0.0005446,0.0005446,0.0005446
25,38.6546,0.17783,0.83784,0.99228,0.32724,0.0005248,0.0005248,0.0005248
26,40.0287,0.1444,0.7722,0.99228,0.52895,0.000505,0.000505,0.000505
27,41.3943,0.14449,0.87259,0.99614,1.05054,0.0004852,0.0004852,0.0004852
28,42.8523,0.14553,0.81467,1,1.19676,0.0004654,0.0004654,0.0004654
29,44.25,0.16232,0.8417,1,0.71819,0.0004456,0.0004456,0.0004456
30,45.5369,0.13022,0.77992,1,0.4898,0.0004258,0.0004258,0.0004258
31,47.0978,0.13319,0.7722,1,0.48637,0.000406,0.000406,0.000406
32,48.7232,0.13041,0.81467,0.99228,0.49396,0.0003862,0.0003862,0.0003862
33,50.2447,0.09544,0.81467,1,0.47638,0.0003664,0.0003664,0.0003664
34,51.7732,0.1024,0.84942,1,1.65787,0.0003466,0.0003466,0.0003466
35,53.1385,0.09121,0.83398,0.99228,0.39211,0.0003268,0.0003268,0.0003268
36,54.5114,0.08501,0.83012,1,0.40765,0.000307,0.000307,0.000307
37,55.8782,0.07365,0.85714,1,1.1833,0.0002872,0.0002872,0.0002872
38,57.3277,0.07024,0.85328,1,0.36408,0.0002674,0.0002674,0.0002674
39,58.7787,0.10542,0.83398,1,1.11437,0.0002476,0.0002476,0.0002476
40,60.291,0.06904,0.86486,1,0.46924,0.0002278,0.0002278,0.0002278
41,64.1589,0.0825,0.86486,1,0.34863,0.000208,0.000208,0.000208
42,66.0623,0.08036,0.85328,1,0.39006,0.0001882,0.0001882,0.0001882
