epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,2.23869,1.49739,0.59328,0.98507,1.17316,0.000307692,0.000307692,0.000307692
2,4.1618,0.89367,0.69403,0.99627,0.83097,0.000628333,0.000628333,0.000628333
3,5.99364,0.63633,0.77239,0.98881,0.70145,0.000935774,0.000935774,0.000935774
4,7.57491,0.55584,0.8097,0.99627,0.48198,0.0009406,0.0009406,0.0009406
5,8.96131,0.50802,0.81716,0.99627,0.6758,0.0009208,0.0009208,0.0009208
6,10.2065,0.49123,0.76493,0.99627,0.59212,0.000901,0.000901,0.000901
7,11.5159,0.46921,0.77985,0.99627,0.66719,0.0008812,0.0008812,0.0008812
8,13.0087,0.48465,0.80224,0.99627,0.57896,0.0008614,0.0008614,0.0008614
9,14.3973,0.41117,0.78731,0.99627,0.47698,0.0008416,0.0008416,0.0008416
10,15.7135,0.38202,0.77239,0.99627,0.61659,0.0008218,0.0008218,0.0008218
11,17.2802,0.36191,0.71269,0.99627,0.87487,0.000802,0.000802,0.000802
12,18.8843,0.32603,0.78358,0.99627,0.59117,0.0007822,0.0007822,0.0007822
13,20.3894,0.30135,0.80224,0.99627,0.61946,0.0007624,0.0007624,0.0007624
14,21.6451,0.29368,0.81343,0.99627,0.71736,0.0007426,0.0007426,0.0007426
15,22.9873,0.26856,0.79478,0.99627,0.46091,0.0007228,0.0007228,0.0007228
16,24.3252,0.26842,0.77239,1,0.57033,0.000703,0.000703,0.000703
17,25.7424,0.22991,0.8097,0.99254,0.61191,0.0006832,0.0006832,0.0006832
18,27.1218,0.20885,0.79104,0.99627,0.75347,0.0006634,0.0006634,0.0006634
19,28.5144,0.21526,0.8097,0.99627,0.7751,0.0006436,0.0006436,0.0006436
20,29.8527,0.26727,0.79851,0.99254,0.67559,0.0006238,0.0006238,0.0006238
