epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,2.06805,1.51045,0.59854,0.9781,1.09001,0.000307692,0.000307692,0.000307692
2,3.85186,0.92034,0.75912,1,0.64877,0.000628333,0.000628333,0.000628333
3,5.38238,0.64093,0.71898,0.99635,0.9681,0.000935774,0.000935774,0.000935774
4,7.10384,0.60967,0.78102,1,0.62171,0.0009406,0.0009406,0.0009406
5,8.46702,0.52659,0.72263,1,0.78139,0.0009208,0.0009208,0.0009208
6,9.97946,0.54586,0.74453,1,0.71672,0.000901,0.000901,0.000901
7,11.3798,0.45553,0.76642,0.99635,0.70787,0.0008812,0.0008812,0.0008812
8,12.8309,0.44104,0.74818,1,0.63119,0.0008614,0.0008614,0.0008614
9,14.4969,0.37954,0.63869,1,0.86721,0.0008416,0.0008416,0.0008416
10,16.2246,0.37011,0.75912,1,0.63163,0.0008218,0.0008218,0.0008218
11,17.8278,0.39146,0.82117,1,0.45192,0.000802,0.000802,0.000802
12,19.2276,0.34023,0.79562,1,0.57698,0.0007822,0.0007822,0.0007822
13,20.6285,0.25915,0.71168,1,0.77206,0.0007624,0.0007624,0.0007624
14,21.9898,0.299,0.82117,1,0.51071,0.0007426,0.0007426,0.0007426
15,23.2259,0.27032,0.78832,1,0.6002,0.0007228,0.0007228,0.0007228
16,24.7107,0.23592,0.78467,1,0.61888,0.000703,0.000703,0.000703
17,26.2068,0.2561,0.81752,1,0.44934,0.0006832,0.0006832,0.0006832
18,27.757,0.25051,0.77007,1,0.77476,0.0006634,0.0006634,0.0006634
19,29.3445,0.2219,0.83577,1,0.58486,0.0006436,0.0006436,0.0006436
20,31.0029,0.19883,0.79197,1,0.61409,0.0006238,0.0006238,0.0006238
21,32.4844,0.18718,0.82847,1,0.67625,0.000604,0.000604,0.000604
22,33.8605,0.1621,0.81022,1,0.71459,0.0005842,0.0005842,0.0005842
23,35.2387,0.16152,0.80292,1,0.97508,0.0005644,0.0005644,0.0005644
24,36.5933,0.16425,0.75547,1,0.72442,0.0005446,0.0005446,0.0005446
25,38.0308,0.16369,0.76277,1,0.77805,0.0005248,0.0005248,0.0005248
26,39.313,0.16339,0.79197,1,0.64435,0.000505,0.000505,0.000505
27,40.7753,0.12237,0.78832,1,0.78293,0.0004852,0.0004852,0.0004852
28,42.2411,0.13701,0.75182,0.99635,0.70788,0.0004654,0.0004654,0.0004654
29,43.8138,0.11794,0.79197,1,0.80291,0.0004456,0.0004456,0.0004456
30,45.2799,0.11958,0.79927,1,0.82401,0.0004258,0.0004258,0.0004258
31,46.7527,0.09662,0.77372,1,0.70589,0.000406,0.000406,0.000406
32,48.1065,0.09478,0.82482,1,0.7559,0.0003862,0.0003862,0.0003862
33,49.5378,0.10535,0.82482,1,0.54109,0.0003664,0.0003664,0.0003664
34,50.7666,0.0938,0.78467,1,0.70459,0.0003466,0.0003466,0.0003466
