epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.71102,1.45295,0.56204,0.9854,1.09949,0.000307692,0.000307692,0.000307692
2,3.43691,0.86076,0.71533,1,0.70556,0.000628333,0.000628333,0.000628333
3,4.85416,0.63413,0.71898,1,0.92964,0.000935774,0.000935774,0.000935774
4,6.199,0.58389,0.77007,1,0.73297,0.0009406,0.0009406,0.0009406
5,7.8797,0.50889,0.78832,1,0.72551,0.0009208,0.0009208,0.0009208
6,9.7584,0.46939,0.75182,0.99635,0.69166,0.000901,0.000901,0.000901
7,11.2606,0.43399,0.80292,0.99635,0.59517,0.0008812,0.0008812,0.0008812
8,12.3217,0.41298,0.75547,1,0.64166,0.0008614,0.0008614,0.0008614
9,13.9714,0.35674,0.75547,0.99635,0.67217,0.0008416,0.0008416,0.0008416
10,15.2296,0.38142,0.68978,0.99635,0.70592,0.0008218,0.0008218,0.0008218
11,16.5656,0.37469,0.76277,0.99635,0.61752,0.000802,0.000802,0.000802
12,17.996,0.31878,0.79197,0.99635,0.7316,0.0007822,0.0007822,0.0007822
13,19.441,0.2388,0.73358,1,0.89838,0.0007624,0.0007624,0.0007624
14,20.6951,0.31798,0.72263,0.99635,1.12282,0.0007426,0.0007426,0.0007426
15,22.241,0.31958,0.77372,1,0.63883,0.0007228,0.0007228,0.0007228
16,23.7881,0.2693,0.76642,1,0.68422,0.000703,0.000703,0.000703
17,25.4038,0.23309,0.67883,1,1.02198,0.0006832,0.0006832,0.0006832
18,26.7635,0.28079,0.71533,1,1.07976,0.0006634,0.0006634,0.0006634
19,28.172,0.26555,0.81387,1,0.65912,0.0006436,0.0006436,0.0006436
20,29.6993,0.2287,0.77372,0.99635,0.7188,0.0006238,0.0006238,0.0006238
21,30.9447,0.18919,0.78832,1,0.73016,0.000604,0.000604,0.000604
22,32.3431,0.16848,0.77007,1,0.81581,0.0005842,0.0005842,0.0005842
23,33.6534,0.16007,0.78832,0.99635,1.0121,0.0005644,0.0005644,0.0005644
24,35.0471,0.14881,0.78102,1,0.62861,0.0005446,0.0005446,0.0005446
25,36.6053,0.13963,0.80292,0.99635,0.73427,0.0005248,0.0005248,0.0005248
26,38.0782,0.1608,0.77372,0.99635,0.68519,0.000505,0.000505,0.000505
27,39.7455,0.12613,0.80292,0.99635,0.98656,0.0004852,0.0004852,0.0004852
28,41.1867,0.16085,0.78467,0.99635,0.72039,0.0004654,0.0004654,0.0004654
29,42.5895,0.13798,0.78832,1,0.83155,0.0004456,0.0004456,0.0004456
30,43.8613,0.1269,0.80657,1,0.75206,0.0004258,0.0004258,0.0004258
31,45.0863,0.12473,0.80292,0.99635,0.60226,0.000406,0.000406,0.000406
32,46.4378,0.10337,0.80657,1,0.83617,0.0003862,0.0003862,0.0003862
33,47.8788,0.10316,0.81752,1,0.59391,0.0003664,0.0003664,0.0003664
34,49.3419,0.08628,0.82482,1,0.78595,0.0003466,0.0003466,0.0003466
35,50.8243,0.08903,0.81752,1,0.73393,0.0003268,0.0003268,0.0003268
36,52.402,0.07943,0.80292,1,1.08796,0.000307,0.000307,0.000307
37,53.8573,0.07077,0.81752,0.99635,0.65499,0.0002872,0.0002872,0.0002872
38,55.2133,0.0882,0.81387,1,0.71054,0.0002674,0.0002674,0.0002674
39,56.5658,0.07213,0.80657,1,0.8859,0.0002476,0.0002476,0.0002476
40,57.9944,0.0823,0.79927,1,0.71611,0.0002278,0.0002278,0.0002278
41,62.0364,0.08318,0.81387,1,0.78653,0.000208,0.000208,0.000208
42,63.2956,0.06238,0.81387,1,0.84945,0.0001882,0.0001882,0.0001882
43,64.6886,0.04523,0.80657,1,0.65004,0.0001684,0.0001684,0.0001684
44,66.2173,0.05619,0.81752,0.99635,0.81887,0.0001486,0.0001486,0.0001486
45,67.8298,0.04552,0.81387,1,0.77205,0.0001288,0.0001288,0.0001288
46,69.3635,0.05435,0.82117,1,0.79186,0.000109,0.000109,0.000109
47,70.7475,0.06758,0.82482,1,0.85288,8.92e-05,8.92e-05,8.92e-05
48,72.1845,0.04814,0.81387,1,0.95836,6.94e-05,6.94e-05,6.94e-05
49,73.4223,0.04799,0.81387,1,0.79538,4.96e-05,4.96e-05,4.96e-05
