epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.77544,1.41897,0.59846,0.98842,1.00204,0.000307692,0.000307692,0.000307692
2,3.35152,0.86266,0.69884,1,0.61334,0.000628333,0.000628333,0.000628333
3,5.12005,0.72877,0.74517,1,1.11259,0.000935774,0.000935774,0.000935774
4,7.00617,0.65686,0.76834,1,0.4733,0.0009406,0.0009406,0.0009406
5,8.77977,0.55944,0.69884,1,0.67046,0.0009208,0.0009208,0.0009208
6,10.0225,0.52665,0.74903,1,0.87053,0.000901,0.000901,0.000901
7,11.4158,0.46369,0.72973,1,0.62234,0.0008812,0.0008812,0.0008812
8,12.7531,0.55027,0.72201,0.99228,0.52049,0.0008614,0.0008614,0.0008614
9,13.9905,0.46559,0.74517,0.99614,0.58601,0.0008416,0.0008416,0.0008416
10,15.3715,0.4013,0.73745,1,0.68113,0.0008218,0.0008218,0.0008218
11,16.6195,0.3695,0.7722,1,0.69021,0.000802,0.000802,0.000802
12,17.9852,0.38128,0.72587,0.99614,1.51723,0.0007822,0.0007822,0.0007822
13,19.5496,0.33892,0.79151,0.99614,1.20855,0.0007624,0.0007624,0.0007624
14,21.172,0.41428,0.76834,1,0.5631,0.0007426,0.0007426,0.0007426
15,22.6538,0.35249,0.79151,1,0.47405,0.0007228,0.0007228,0.0007228
16,24.1179,0.27541,0.75676,1,0.5351,0.000703,0.000703,0.000703
17,25.6482,0.27576,0.72973,1,0.43353,0.0006832,0.0006832,0.0006832
18,26.9516,0.26272,0.81081,1,0.43721,0.0006634,0.0006634,0.0006634
19,28.2742,0.26253,0.77606,1,0.44278,0.0006436,0.0006436,0.0006436
20,29.5582,0.25924,0.76448,1,0.57174,0.0006238,0.0006238,0.0006238
21,30.8841,0.23217,0.80309,1,0.45449,0.000604,0.000604,0.000604
22,32.2697,0.2209,0.79151,1,0.59864,0.0005842,0.0005842,0.0005842
23,33.5891,0.25185,0.80309,1,1.4214,0.0005644,0.0005644,0.0005644
24,35.4932,0.23136,0.80309,1,0.45552,0.0005446,0.0005446,0.0005446
25,36.8946,0.2152,0.76448,1,0.51162,0.0005248,0.0005248,0.0005248
26,38.1738,0.18385,0.76834,1,0.54223,0.000505,0.000505,0.000505
27,39.4151,0.16102,0.81081,1,0.97058,0.0004852,0.0004852,0.0004852
28,40.6094,0.20666,0.80695,1,0.75534,0.0004654,0.0004654,0.0004654
29,42.0094,0.1805,0.77992,1,0.91146,0.0004456,0.0004456,0.0004456
30,43.3884,0.15996,0.79923,1,0.46526,0.0004258,0.0004258,0.0004258
31,44.7062,0.16446,0.81467,1,0.43158,0.000406,0.000406,0.000406
32,46.0826,0.1501,0.80695,1,0.53519,0.0003862,0.0003862,0.0003862
33,47.5039,0.14689,0.77992,1,0.53117,0.0003664,0.0003664,0.0003664
34,49.0147,0.14569,0.76834,1,1.12721,0.0003466,0.0003466,0.0003466
35,50.492,0.10774,0.80695,1,0.53405,0.0003268,0.0003268,0.0003268
36,51.8363,0.11104,0.7722,1,1.05781,0.000307,0.000307,0.000307
37,53.2499,0.10501,0.78764,1,1.02204,0.0002872,0.0002872,0.0002872
38,54.9932,0.08999,0.81467,1,0.489,0.0002674,0.0002674,0.0002674
39,56.3101,0.11963,0.77606,1,1.27934,0.0002476,0.0002476,0.0002476
40,57.7455,0.0981,0.79923,1,0.48414,0.0002278,0.0002278,0.0002278
41,61.3808,0.10885,0.81081,1,0.50431,0.000208,0.000208,0.000208
42,63.0079,0.11014,0.80309,1,0.73531,0.0001882,0.0001882,0.0001882
43,64.8444,0.07035,0.79923,1,0.5728,0.0001684,0.0001684,0.0001684
44,66.2751,0.09233,0.79923,1,1.15225,0.0001486,0.0001486,0.0001486
45,67.5433,0.07454,0.79923,1,0.56784,0.0001288,0.0001288,0.0001288
46,68.9582,0.08392,0.81467,1,0.63075,0.000109,0.000109,0.000109
