epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.93816,1.42126,0.57971,0.98551,1.17243,0.000307692,0.000307692,0.000307692
2,3.94197,0.88799,0.62319,0.99638,1.00797,0.000628333,0.000628333,0.000628333
3,5.92896,0.62199,0.72101,0.98913,0.86543,0.000935774,0.000935774,0.000935774
4,7.65275,0.64857,0.71014,0.99275,0.91698,0.0009406,0.0009406,0.0009406
5,8.9082,0.57352,0.72826,0.99638,1.1441,0.0009208,0.0009208,0.0009208
6,10.3032,0.53215,0.73551,0.99275,0.79587,0.000901,0.000901,0.000901
7,11.6098,0.5022,0.74275,0.99275,0.92358,0.0008812,0.0008812,0.0008812
8,13.0383,0.46745,0.76449,0.99638,0.96231,0.0008614,0.0008614,0.0008614
9,14.4703,0.39514,0.74275,1,0.90727,0.0008416,0.0008416,0.0008416
10,15.8078,0.4299,0.73913,1,1.3914,0.0008218,0.0008218,0.0008218
11,17.4126,0.39935,0.78986,1,1.19021,0.000802,0.000802,0.000802
12,19.0687,0.32549,0.73551,1,0.91687,0.0007822,0.0007822,0.0007822
13,20.3965,0.34081,0.76087,1,0.89161,0.0007624,0.0007624,0.0007624
14,21.7229,0.33028,0.73913,0.99638,0.92387,0.0007426,0.0007426,0.0007426
15,23.1205,0.28702,0.73551,0.99638,0.94913,0.0007228,0.0007228,0.0007228
16,24.5037,0.27345,0.75362,0.99638,1.59545,0.000703,0.000703,0.000703
17,25.9277,0.27023,0.77899,1,1.22752,0.0006832,0.0006832,0.0006832
18,27.373,0.25824,0.72826,0.99638,0.96807,0.0006634,0.0006634,0.0006634
19,28.6988,0.23389,0.77899,1,1.48723,0.0006436,0.0006436,0.0006436
20,29.9724,0.23474,0.67029,0.99275,1.42828,0.0006238,0.0006238,0.0006238
21,31.6413,0.26452,0.77899,0.98913,1.13009,0.000604,0.000604,0.000604
22,33.1423,0.20115,0.77899,0.97464,1.25124,0.0005842,0.0005842,0.0005842
23,34.7169,0.16421,0.78986,0.99275,0.84964,0.0005644,0.0005644,0.0005644
24,35.988,0.15642,0.80435,0.99638,0.97706,0.0005446,0.0005446,0.0005446
25,37.4032,0.17195,0.78623,0.99638,1.10198,0.0005248,0.0005248,0.0005248
26,38.7797,0.15045,0.75,1,1.01476,0.000505,0.000505,0.000505
27,40.2272,0.13567,0.77174,1,1.03878,0.0004852,0.0004852,0.0004852
28,41.676,0.17204,0.74275,1,1.27215,0.0004654,0.0004654,0.0004654
29,43.1103,0.13583,0.77899,0.99638,1.47988,0.0004456,0.0004456,0.0004456
30,44.784,0.15496,0.77899,0.99638,1.24561,0.0004258,0.0004258,0.0004258
31,46.2719,0.15105,0.78261,0.99638,1.0204,0.000406,0.000406,0.000406
32,47.8403,0.13314,0.78261,0.99638,1.08839,0.0003862,0.0003862,0.0003862
33,49.4182,0.1092,0.78623,0.99275,0.96305,0.0003664,0.0003664,0.0003664
34,50.7453,0.0901,0.77536,0.99275,0.97691,0.0003466,0.0003466,0.0003466
35,52.1428,0.07509,0.75362,0.98913,1.13797,0.0003268,0.0003268,0.0003268
36,53.6497,0.07713,0.77174,0.99275,1.19556,0.000307,0.000307,0.000307
37,55.0253,0.06981,0.77899,0.98913,1.26126,0.0002872,0.0002872,0.0002872
38,56.4576,0.07486,0.76449,0.98188,1.18319,0.0002674,0.0002674,0.0002674
39,57.8072,0.05433,0.76812,0.99638,1.1072,0.0002476,0.0002476,0.0002476
