epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.78615,1.46586,0.58209,0.98507,1.14996,0.000307692,0.000307692,0.000307692
2,3.73209,0.91999,0.70896,0.99254,0.73369,0.000628333,0.000628333,0.000628333
3,5.39937,0.72017,0.70896,0.99627,0.9156,0.000935774,0.000935774,0.000935774
4,7.15054,0.64072,0.79478,0.99627,0.44541,0.0009406,0.0009406,0.0009406
5,9.07863,0.56926,0.62313,1,1.07633,0.0009208,0.0009208,0.0009208
6,10.6656,0.58474,0.75746,0.99627,0.76924,0.000901,0.000901,0.000901
7,12.2267,0.53066,0.78731,1,0.66017,0.0008812,0.0008812,0.0008812
8,13.6177,0.5429,0.73881,0.99627,0.76781,0.0008614,0.0008614,0.0008614
9,15.1045,0.43643,0.8097,0.99627,0.45229,0.0008416,0.0008416,0.0008416
10,16.6427,0.46573,0.72761,1,0.74928,0.0008218,0.0008218,0.0008218
11,17.9615,0.42068,0.81343,1,0.45543,0.000802,0.000802,0.000802
12,19.4387,0.39639,0.79104,0.99627,0.54059,0.0007822,0.0007822,0.0007822
13,20.8256,0.38617,0.75373,1,0.76493,0.0007624,0.0007624,0.0007624
14,22.2399,0.4097,0.73881,0.99627,0.93093,0.0007426,0.0007426,0.0007426
15,23.9246,0.32972,0.79478,1,0.49033,0.0007228,0.0007228,0.0007228
16,25.5741,0.35333,0.76866,1,0.62147,0.000703,0.000703,0.000703
17,26.9941,0.30781,0.78731,1,0.55425,0.0006832,0.0006832,0.0006832
18,28.4514,0.30992,0.80597,1,0.55478,0.0006634,0.0006634,0.0006634
19,29.752,0.24781,0.75373,1,0.75078,0.0006436,0.0006436,0.0006436
20,31.0886,0.27342,0.8097,1,0.73419,0.0006238,0.0006238,0.0006238
21,32.3745,0.23026,0.74627,0.99627,0.65695,0.000604,0.000604,0.000604
22,33.8894,0.21437,0.79851,1,0.66155,0.0005842,0.0005842,0.0005842
23,35.2905,0.20798,0.78358,1,0.60019,0.0005644,0.0005644,0.0005644
24,36.6802,0.24525,0.76866,1,0.9289,0.0005446,0.0005446,0.0005446
25,38.1643,0.23348,0.79104,1,0.96661,0.0005248,0.0005248,0.0005248
26,39.7076,0.22598,0.79478,0.99627,0.89392,0.000505,0.000505,0.000505
