epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,2.00273,1.44558,0.56767,0.99248,0.95184,0.000307692,0.000307692,0.000307692
2,4.24814,0.9127,0.67669,0.99624,0.78639,0.000628333,0.000628333,0.000628333
3,5.9907,0.69565,0.68421,0.99248,1.06273,0.000935774,0.000935774,0.000935774
4,7.28746,0.64934,0.76692,1,0.60163,0.0009406,0.0009406,0.0009406
5,8.85774,0.59244,0.73684,1,0.8769,0.0009208,0.0009208,0.0009208
6,10.4149,0.59727,0.71429,1,0.83293,0.000901,0.000901,0.000901
7,11.8207,0.61899,0.7594,1,0.64268,0.0008812,0.0008812,0.0008812
8,13.1399,0.5082,0.69549,1,0.84262,0.0008614,0.0008614,0.0008614
9,14.5767,0.45714,0.7406,1,0.77631,0.0008416,0.0008416,0.0008416
10,16.1727,0.48623,0.74436,1,0.71612,0.0008218,0.0008218,0.0008218
11,17.7045,0.43094,0.80075,1,0.6654,0.000802,0.000802,0.000802
12,19.19,0.40053,0.7782,1,0.90941,0.0007822,0.0007822,0.0007822
13,20.6554,0.38511,0.76692,1,0.73432,0.0007624,0.0007624,0.0007624
14,22.0692,0.34871,0.7594,1,0.62866,0.0007426,0.0007426,0.0007426
15,23.5132,0.32203,0.76692,1,0.95742,0.0007228,0.0007228,0.0007228
16,24.8379,0.33663,0.78571,1,0.66937,0.000703,0.000703,0.000703
17,26.1523,0.33659,0.77068,1,0.91135,0.0006832,0.0006832,0.0006832
18,27.3758,0.32402,0.78947,1,0.66622,0.0006634,0.0006634,0.0006634
19,28.837,0.38142,0.74812,1,1.10402,0.0006436,0.0006436,0.0006436
20,30.271,0.34518,0.77068,1,0.60233,0.0006238,0.0006238,0.0006238
21,31.7855,0.27247,0.76316,1,0.88601,0.000604,0.000604,0.000604
22,33.486,0.25117,0.79699,1,0.8949,0.0005842,0.0005842,0.0005842
23,34.8113,0.25936,0.77068,1,0.70666,0.0005644,0.0005644,0.0005644
24,36.2658,0.20678,0.80827,1,0.88231,0.0005446,0.0005446,0.0005446
25,37.6342,0.1801,0.81203,1,1.2787,0.0005248,0.0005248,0.0005248
26,39.0828,0.17901,0.82707,1,0.94806,0.000505,0.000505,0.000505
27,40.4471,0.18321,0.82707,1,0.66642,0.0004852,0.0004852,0.0004852
28,41.9788,0.21777,0.80827,0.99624,1.0265,0.0004654,0.0004654,0.0004654
29,43.3566,0.233,0.80451,0.99624,0.68727,0.0004456,0.0004456,0.0004456
30,44.8929,0.16196,0.74812,1,0.87393,0.0004258,0.0004258,0.0004258
31,46.436,0.1642,0.79323,1,0.90054,0.000406,0.000406,0.000406
32,47.9482,0.12968,0.78571,1,1.07771,0.0003862,0.0003862,0.0003862
33,49.4977,0.16399,0.78571,1,0.67577,0.0003664,0.0003664,0.0003664
34,50.9355,0.12638,0.81203,1,0.85565,0.0003466,0.0003466,0.0003466
35,52.3025,0.1072,0.80075,1,0.91438,0.0003268,0.0003268,0.0003268
36,53.5543,0.12193,0.80451,1,0.69718,0.000307,0.000307,0.000307
37,54.8381,0.11057,0.78571,1,0.7261,0.0002872,0.0002872,0.0002872
38,56.1354,0.10361,0.81203,1,1.16565,0.0002674,0.0002674,0.0002674
39,57.4729,0.09471,0.81203,1,0.81213,0.0002476,0.0002476,0.0002476
40,59.117,0.10168,0.82331,0.99624,0.88664,0.0002278,0.0002278,0.0002278
41,63.1519,0.1024,0.81579,0.99624,1.6316,0.000208,0.000208,0.000208
