epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.96793,1.46126,0.57246,0.97464,1.22529,0.000307692,0.000307692,0.000307692
2,3.84602,0.931,0.63768,0.99638,1.18013,0.000628333,0.000628333,0.000628333
3,5.83916,0.66271,0.67029,0.98913,0.93473,0.000935774,0.000935774,0.000935774
4,7.4283,0.55994,0.53261,1,1.44366,0.0009406,0.0009406,0.0009406
5,8.83751,0.5465,0.73913,1,1.07315,0.0009208,0.0009208,0.0009208
6,10.225,0.5378,0.72826,1,0.96639,0.000901,0.000901,0.000901
7,11.6519,0.56443,0.67754,1,1.2716,0.0008812,0.0008812,0.0008812
8,13.0772,0.4769,0.73913,1,0.71595,0.0008614,0.0008614,0.0008614
9,14.333,0.44623,0.79348,1,0.7111,0.0008416,0.0008416,0.0008416
10,15.8813,0.42847,0.77174,1,1.03089,0.0008218,0.0008218,0.0008218
11,17.3702,0.39269,0.76087,1,0.97053,0.000802,0.000802,0.000802
12,18.763,0.34497,0.76087,1,0.78694,0.0007822,0.0007822,0.0007822
13,20.3565,0.39068,0.80072,1,0.63358,0.0007624,0.0007624,0.0007624
14,21.7455,0.37631,0.78261,0.99638,0.71477,0.0007426,0.0007426,0.0007426
15,23.0332,0.29169,0.77536,0.99638,1.03035,0.0007228,0.0007228,0.0007228
16,24.3574,0.35503,0.76087,0.99275,1.08675,0.000703,0.000703,0.000703
17,25.5969,0.31375,0.7971,1,1.13665,0.0006832,0.0006832,0.0006832
18,27.0795,0.29472,0.73913,1,1.07651,0.0006634,0.0006634,0.0006634
19,28.3994,0.27224,0.77174,0.99638,1.09978,0.0006436,0.0006436,0.0006436
20,29.8131,0.28367,0.67754,0.99275,0.89974,0.0006238,0.0006238,0.0006238
21,31.3796,0.27966,0.73551,1,1.13978,0.000604,0.000604,0.000604
22,32.8065,0.24507,0.76449,1,1.01432,0.0005842,0.0005842,0.0005842
23,34.3076,0.21695,0.72464,1,0.91698,0.0005644,0.0005644,0.0005644
24,35.7675,0.21267,0.78623,0.98551,0.8714,0.0005446,0.0005446,0.0005446
25,36.9852,0.18635,0.78261,0.99275,0.89612,0.0005248,0.0005248,0.0005248
26,38.3764,0.18228,0.77174,0.99638,0.91944,0.000505,0.000505,0.000505
27,39.5979,0.19365,0.76812,0.99638,1.06,0.0004852,0.0004852,0.0004852
28,40.8931,0.19193,0.72101,1,1.35035,0.0004654,0.0004654,0.0004654
