epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.60433,1.47975,0.56767,0.9812,0.95367,0.000307692,0.000307692,0.000307692
2,3.4037,0.93959,0.7218,0.99248,0.71491,0.000628333,0.000628333,0.000628333
3,5.26936,0.66607,0.7594,1,0.84339,0.000935774,0.000935774,0.000935774
4,7.07001,0.63358,0.72556,1,0.6528,0.0009406,0.0009406,0.0009406
5,8.684,0.57634,0.72556,1,0.81616,0.0009208,0.0009208,0.0009208
6,10.0142,0.53166,0.78571,1,0.63193,0.000901,0.000901,0.000901
7,11.3686,0.51846,0.78195,1,0.76354,0.0008812,0.0008812,0.0008812
8,12.7247,0.45397,0.69925,1,0.78901,0.0008614,0.0008614,0.0008614
9,14.2796,0.4176,0.78195,1,0.86339,0.0008416,0.0008416,0.0008416
10,15.6206,0.45741,0.67669,1,1.07119,0.0008218,0.0008218,0.0008218
11,17.0429,0.41678,0.81203,1,0.59878,0.000802,0.000802,0.000802
12,18.6403,0.34071,0.7218,1,0.90752,0.0007822,0.0007822,0.0007822
13,20.0803,0.38815,0.81955,1,0.61758,0.0007624,0.0007624,0.0007624
14,21.7195,0.33053,0.77444,1,0.80417,0.0007426,0.0007426,0.0007426
15,23.1262,0.31849,0.81203,1,0.90355,0.0007228,0.0007228,0.0007228
16,24.5155,0.31931,0.79323,0.99624,0.7156,0.000703,0.000703,0.000703
17,25.8681,0.29502,0.80451,1,0.75628,0.0006832,0.0006832,0.0006832
18,27.1464,0.29659,0.77444,1,0.89427,0.0006634,0.0006634,0.0006634
19,28.5535,0.33275,0.75564,0.99624,0.82628,0.0006436,0.0006436,0.0006436
20,29.8483,0.30593,0.78947,1,0.5573,0.0006238,0.0006238,0.0006238
21,31.3655,0.24504,0.80451,1,0.7115,0.000604,0.000604,0.000604
22,32.8309,0.23974,0.71805,1,1.20962,0.0005842,0.0005842,0.0005842
23,34.3042,0.24754,0.77444,1,0.80132,0.0005644,0.0005644,0.0005644
24,35.7115,0.24659,0.75188,0.99248,1.01267,0.0005446,0.0005446,0.0005446
25,36.9688,0.20642,0.81579,1,1.58017,0.0005248,0.0005248,0.0005248
26,38.392,0.21022,0.82707,1,1.36077,0.000505,0.000505,0.000505
27,39.7945,0.21019,0.80075,1,0.73377,0.0004852,0.0004852,0.0004852
28,41.2433,0.20156,0.81579,1,1.01107,0.0004654,0.0004654,0.0004654
29,42.4212,0.18823,0.77068,0.99624,0.69425,0.0004456,0.0004456,0.0004456
30,43.896,0.16801,0.79699,1,0.69366,0.0004258,0.0004258,0.0004258
31,45.0207,0.15405,0.79699,1,0.81577,0.000406,0.000406,0.000406
32,46.5731,0.13135,0.81203,1,0.90611,0.0003862,0.0003862,0.0003862
33,48.4395,0.14333,0.81579,1,0.57358,0.0003664,0.0003664,0.0003664
34,49.8215,0.11614,0.77068,1,0.74031,0.0003466,0.0003466,0.0003466
35,51.2128,0.13726,0.82331,1,0.81246,0.0003268,0.0003268,0.0003268
36,52.5268,0.11941,0.82707,1,0.63242,0.000307,0.000307,0.000307
37,54.0294,0.1163,0.81955,1,0.6427,0.0002872,0.0002872,0.0002872
38,55.423,0.11166,0.81955,1,1.02257,0.0002674,0.0002674,0.0002674
39,56.6815,0.13516,0.81579,1,0.63256,0.0002476,0.0002476,0.0002476
40,58.0768,0.1083,0.78947,1,0.81828,0.0002278,0.0002278,0.0002278
41,61.7442,0.11281,0.81203,1,1.31025,0.000208,0.000208,0.000208
