model,best_single,macro_f1_best_single,macro_f1_fusion,d_macro_f1,images_per_session_single,images_per_session_fusion,GFLOPs_per_image,GFLOPs_fusion_per_session,gpu_single_ms_median,gpu_fusion_ms_median,cpu_single_ms_median,cpu_fusion_ms_median,onnxcpu_single_ms_median,onnxcpu_fusion_ms_median
yolo11n-cls,K2,0.635997304459516,0.6442389696895374,0.008241665230021455,1,4,0.81668352,3.26673408,7.619692999924155,30.60357250024026,15.459234500212917,52.908519499851536,44.29980199938655,220.15827699988225
yolo26n-cls,K2,0.6217805589968054,0.6531806078200904,0.031400048823284954,1,4,0.81668352,3.26673408,7.514117999562586,30.437747499945544,17.443955000089773,53.99767049948423,52.36668900033692,214.63210249976328
